,movie,year,imdb,metascore,votes,duration (min),directors,genres,income
1049,Beyond Skyline,2017,5.3,46,15601,106,Liam O'Donnell,"
Action, Adventure, Horror            ",0.99
1050,Sand Castle,2017,6.3,45,15512,113,Fernando Coimbra,"
Drama, War            ",0.01
1051,Tulip Fever,2017,6.2,38,15492,105,Justin Chadwick,"
Drama, History, Romance            ",2.43
1052,Wish Upon,2017,5.0,32,15303,90,John R. Leonetti,"
Drama, Fantasy, Horror            ",14.3
1053,Lucky,2017,7.3,80,15113,88,John Carroll Lynch,"
Comedy, Drama            ",0.96
1054,Once Upon a Time in Venice,2017,5.3,28,15000,94,Mark Cullen,"
Action, Comedy            ",0.01
1055,Marshall,2017,7.2,66,14959,118,Reginald Hudlin,"
Biography, Crime, Drama            ",10.05
1056,The Breadwinner,2017,7.7,78,14720,94,Nora Twomey,"
Animation, Drama, Family            ",0.31
1057,Father Figures,2017,5.5,22,14720,113,Lawrence Sher,"
Adventure, Comedy, Drama            ",17.5
1058,6 Days,2017,6.2,36,14657,94,Toa Fraser,"
Action, Drama, History            ",0.01
1059,Super Dark Times,2017,6.6,75,14609,103,Kevin Phillips,"
Crime, Drama, Horror            ",0.03
1060,Loving Pablo,2017,6.3,42,14563,123,Fernando León de Aranoa,"
Action, Biography, Crime            ",0.02
1061,Naked,2017,5.4,36,14526,96,Michael Tiddes,"
Comedy, Fantasy, Romance            ",0.01
1062,Wheelman,2017,6.4,66,14385,82,Jeremy Rush,"
Action, Crime, Mystery            ",0.01
1063,The Party,2017,6.6,73,14066,71,Sally Potter,"
Comedy, Drama            ",0.75
1064,Crooked House,2017,6.3,59,13917,115,Gilles Paquet-Brenner,"
Crime, Drama, Mystery            ",0.01
1065,Brigsby Bear,2017,7.3,68,13846,97,Dave McCary,"
Comedy, Drama            ",0.53
1066,Unicorn Store,2017,5.5,44,13698,92,Brie Larson,"
Comedy, Drama, Fantasy            ",0.01
1067,Brad's Status,2017,6.5,71,13628,102,Mike White,"
Comedy, Drama, Music            ",2.13
1068,Creep 2,2017,6.4,75,13617,78,Patrick Brice,"
Horror, Thriller            ",0.01
1069,Rememory,2017,6.2,48,13423,111,Mark Palansky,"
Drama, Mystery, Sci-Fi            ",0.01
1070,Den 12. mann,2017,7.4,70,13017,135,Harald Zwart,"
Drama, History, Thriller            ",0.01
1071,My Friend Dahmer,2017,6.2,68,12531,107,Marc Meyers,"
Drama            ",1.36
1072,Mugen no jûnin,2017,6.8,72,12480,140,Takashi Miike,"
Action, Drama            ",0.15
1073,Sandy Wexler,2017,5.1,40,12317,130,Steven Brill,"
Comedy            ",0.01
1074,Mayhem,2017,6.3,62,12256,86,Joe Lynch,"
Action, Comedy, Horror            ",0.01
1075,Churchill,2017,6.3,44,12255,105,Jonathan Teplitzky,"
Biography, Drama, History            ",1.24
1076,How to Be a Latin Lover,2017,5.9,54,11971,115,Ken Marino,"
Comedy, Drama            ",32.09
1077,Unforgettable,2017,5.1,45,11736,100,Denise Di Novi,"
Drama, Thriller            ",11.27
1078,L'insulte,2017,7.7,72,11526,113,Ziad Doueiri,"
Crime, Drama, Thriller            ",1.0
1079,Amityville: The Awakening,2017,4.9,42,11160,85,Franck Khalfoun,"
Horror, Thriller            ",0.01
1080,Columbus,2017,7.2,89,11148,104,Kogonada,"
Drama            ",1.02
1081,First They Killed My Father,2017,7.2,72,10874,136,Angelina Jolie,"
Biography, Drama, History            ",0.01
1082,120 battements par minute,2017,7.5,84,10793,143,Robin Campillo,"
Drama            ",0.13
1083,Hangman,2017,5.2,31,10675,98,Johnny Martin,"
Crime, Mystery, Thriller            ",0.01
1084,Black Butterfly,2017,6.1,43,10639,93,Brian Goodman,"
Mystery, Thriller            ",0.01
1085,The Vault,2017,4.8,50,10598,91,Dan Bush,"
Crime, Horror, Mystery            ",0.01
1086,Happy End,2017,6.7,72,10535,107,Michael Haneke,"
Drama            ",0.3
1087,The Super,2017,5.9,47,10475,90,Stephan Rick,"
Horror, Mystery, Thriller            ",0.01
1088,The Layover,2017,4.7,15,10474,88,William H. Macy,"
Comedy, Romance            ",0.01
1089,24 Hours to Live,2017,5.7,37,10433,93,Brian Smrz,"
Action, Sci-Fi, Thriller            ",0.01
1090,Goon: Last of the Enforcers,2017,5.8,48,10368,101,Jay Baruchel,"
Comedy, Sport            ",0.01
1091,The Rider,2017,7.4,92,10360,104,Chloé Zhao,"
Drama, Western            ",2.42
1092,Thank You for Your Service,2017,6.5,68,10234,109,Jason Hall,"
Biography, Drama, War            ",9.47
1093,Gaga: Five Foot Two,2017,7.1,63,10067,100,Chris Moukarbel,"
Documentary, Music            ",0.01
1094,XX,2017,4.6,64,9922,80,"
Roxanne Benjamin, 
Karyn Kusama, 
St. Vincent, 
Jovanka Vuckovic","
Horror            ",0.03
1095,Chappaquiddick,2017,6.5,67,9880,106,John Curran,"
Drama, History, Thriller            ",17.4
1096,Beach Rats,2017,6.4,78,9778,98,Eliza Hittman,"
Drama            ",0.47
1097,Newness,2017,6.4,50,9751,117,Drake Doremus,"
Drama, Romance            ",0.01
1098,Taeksi woonjunsa,2017,7.8,69,9723,137,Hun Jang,"
Action, Drama, History            ",1.53
1099,Mark Felt: The Man Who Brought Down the White House,2017,6.4,49,9707,103,Peter Landesman,"
Biography, Drama, History            ",0.77
1100,The Man Who Invented Christmas,2017,7.0,60,9586,104,Bharat Nalluri,"
Biography, Comedy, Drama            ",5.68
1101,Aknyeo,2017,6.7,64,9532,129,Byung-gil Jung,"
Action, Drama            ",0.03
1102,Toivon tuolla puolen,2017,7.2,84,9207,100,Aki Kaurismäki,"
Comedy, Drama            ",0.18
1103,Killing Gunther,2017,4.7,53,9095,92,Taran Killam,"
Action, Comedy            ",0.01
1104,Mary Shelley,2017,6.4,49,9085,120,Haifaa Al-Mansour,"
Biography, Drama, History            ",0.1
1105,Wilson,2017,5.8,49,9077,94,Craig Johnson,"
Comedy, Drama            ",0.65
1106,Kodachrome,2017,6.8,57,9039,105,Mark Raso,"
Drama            ",0.01
1107,Meari to majo no hana,2017,6.8,75,9006,103,"
Hiromasa Yonebayashi, 
Giles New","
Animation, Adventure, Family            ",2.42
1108,The Only Living Boy in New York,2017,6.3,33,9002,89,Marc Webb,"
Drama            ",0.62
1109,Lean on Pete,2017,7.2,80,8902,121,Andrew Haigh,"
Adventure, Drama            ",1.16
1110,Voice from the Stone,2017,5.2,42,8767,94,Eric D. Howell,"
Drama, Mystery, Thriller            ",0.01
1111,Our Souls at Night,2017,6.9,69,8762,103,Ritesh Batra,"
Drama, Romance            ",0.01
1112,Patti Cake$,2017,6.8,67,8726,109,Geremy Jasper,"
Drama, Music            ",0.8
1113,Please Stand By,2017,6.7,49,8629,93,Ben Lewin,"
Comedy, Drama            ",0.01
1114,Visages villages,2017,7.9,94,8614,94,"
JR, 
Agnès Varda","
Documentary            ",0.95
1115,The Bookshop,2017,6.5,62,8446,113,Isabel Coixet,"
Drama            ",1.59
1116,L'amant double,2017,6.2,70,8411,107,François Ozon,"
Drama, Romance, Thriller            ",0.17
1117,Small Town Crime,2017,6.6,68,8388,91,"
Eshom Nelms, 
Ian Nelms","
Crime, Mystery, Thriller            ",0.01
1118,Wonderstruck,2017,6.2,71,8307,116,Todd Haynes,"
Drama, Mystery            ",1.03
1119,Hot Summer Nights,2017,6.4,44,8242,107,Elijah Bynum,"
Comedy, Crime, Drama            ",0.01
1120,Beatriz at Dinner,2017,6.0,68,8082,82,Miguel Arteta,"
Comedy, Drama            ",7.12
1121,The Dawn Wall,2017,8.1,81,8069,100,"
Josh Lowell, 
Peter Mortimer","
Documentary, Adventure, Biography            ",0.07
1122,First Kill,2017,4.9,39,7984,97,Steven C. Miller,"
Action, Thriller            ",0.01
1123,Der Hauptmann,2017,7.4,67,7952,118,Robert Schwentke,"
Drama, History, War            ",0.11
1124,The Children Act,2017,6.7,62,7951,105,Richard Eyre,"
Drama            ",0.51
1125,Acts of Vengeance,2017,5.7,49,7901,87,Isaac Florentine,"
Action, Drama, Thriller            ",0.01
1126,Bushwick,2017,5.2,44,7806,94,"
Jonathan Milott, 
Cary Murnion","
Action, Adventure            ",0.01
1127,Gong fu yu jia,2017,5.2,50,7697,107,Stanley Tong,"
Action, Adventure, Comedy            ",0.36
1128,How to Talk to Girls at Parties,2017,5.8,50,7695,102,John Cameron Mitchell,"
Comedy, Music, Romance            ",0.08
1129,Sidney Hall,2017,6.9,18,7580,119,Shawn Christensen,"
Drama, Mystery, Romance            ",0.01
1130,Beast,2017,6.8,74,7560,107,Michael Pearce,"
Crime, Drama, Mystery            ",0.8
1131,Renegades,2017,5.4,33,7402,106,Steven Quale,"
Action, Adventure, Crime            ",0.01
1132,The Polka King,2017,5.9,65,7360,95,Maya Forbes,"
Biography, Comedy, Drama            ",0.01
1133,The Pirates of Somalia,2017,6.8,54,7351,116,Bryan Buckley,"
Biography, Drama            ",0.01
1134,Kamera o tomeru na!,2017,7.7,89,7107,96,Shin'ichirô Ueda,"
Comedy, Horror            ",0.01
1135,Tragedy Girls,2017,6.0,58,7059,98,Tyler MacIntyre,"
Comedy, Crime, Horror            ",0.06
1136,Win It All,2017,6.2,77,7002,88,Joe Swanberg,"
Comedy            ",0.01
1137,The Hero,2017,6.5,61,6949,96,Brett Haley,"
Drama, Romance            ",4.08
1138,An Inconvenient Sequel: Truth to Power,2017,6.4,68,6926,98,"
Bonni Cohen, 
Jon Shenk","
Documentary            ",3.5
1139,November Criminals,2017,5.3,31,6902,107,Sacha Gervasi,"
Crime, Drama, Mystery            ",0.01
1140,Film Stars Don't Die in Liverpool,2017,6.7,65,6891,105,Paul McGuigan,"
Biography, Drama, Romance            ",1.03
1141,On Chesil Beach,2017,6.3,62,6822,110,Dominic Cooke,"
Drama, Music, Romance            ",0.75
1142,The Lodgers,2017,5.1,52,6704,92,Brian O'Malley,"
Drama, Horror, Romance            ",0.01
1143,The Dinner,2017,4.5,57,6639,120,Oren Moverman,"
Crime, Drama, Thriller            ",1.32
1144,The Case for Christ,2017,6.2,50,6618,112,Jon Gunn,"
Biography, Drama            ",14.68
1145,Rebel in the Rye,2017,6.6,46,6608,106,Danny Strong,"
Biography, Drama, Romance            ",0.38
1146,Bullet Head,2017,5.4,51,6601,93,Paul Solet,"
Crime, Drama, Thriller            ",0.01
1147,Ji qi zhi xue,2017,5.2,43,6585,109,Leo Zhang,"
Action, Sci-Fi, Thriller            ",0.01
1148,The Hunter's Prayer,2017,5.5,35,6551,91,Jonathan Mostow,"
Action, Crime, Drama            ",0.01
1149,The Last Word,2017,6.6,40,6434,108,Mark Pellington,"
Comedy, Drama            ",1.78
1150,Kill Switch,2017,4.8,31,6386,91,Tim Smit,"
Action, Sci-Fi, Thriller            ",0.01
1151,Jusqu'à la garde,2017,7.5,83,6377,93,Xavier Legrand,"
Drama            ",0.08
1152,Sweet Virginia,2017,6.2,72,6228,93,Jamie M. Dagg,"
Drama, Thriller            ",0.01
1153,Bokeh,2017,5.0,56,6135,92,"
Geoffrey Orthwein, 
Andrew Sullivan","
Drama, Sci-Fi            ",0.01
1154,The Cured,2017,5.5,57,5901,95,David Freyne,"
Drama, Horror, Sci-Fi            ",0.02
1155,Bomb City,2017,6.9,65,5897,95,Jameson Brooks,"
Crime, Drama            ",0.06
1156,Zhan lang II,2017,6.1,44,5842,123,Jing Wu,"
Action, Drama, Thriller            ",2.72
1157,The Nile Hilton Incident,2017,6.7,70,5815,111,Tarik Saleh,"
Crime, Drama, Thriller            ",0.08
1158,Sweet Country,2017,6.9,87,5802,113,Warwick Thornton,"
Adventure, Crime, Drama            ",0.1
1159,Diary of a Wimpy Kid: The Long Haul,2017,4.4,39,5798,91,David Bowers,"
Comedy, Family            ",20.64
1160,Journey's End,2017,6.6,73,5703,107,Saul Dibb,"
Drama, War            ",0.16
1161,Viceroy's House,2017,6.7,53,5683,106,Gurinder Chadha,"
Biography, Drama, History            ",1.11
1162,Submergence,2017,5.4,38,5683,112,Wim Wenders,"
Drama, Romance, Thriller            ",0.01
1163,Pyewacket,2017,5.8,56,5672,90,Adam MacDonald,"
Drama, Horror, Thriller            ",0.01
1164,Small Crimes,2017,5.8,60,5663,95,E.L. Katz,"
Crime, Drama, Thriller            ",0.01
1165,The Leisure Seeker,2017,6.7,45,5559,112,Paolo Virzì,"
Adventure, Comedy, Drama            ",3.23
1166,Get Me Roger Stone,2017,7.4,75,5481,92,"
Dylan Bank, 
Daniel DiMauro, 
Morgan Pehme","
Documentary, Biography            ",0.01
1167,I Am Heath Ledger,2017,7.4,68,5403,90,"
Adrian Buitenhuis, 
Derik Murray","
Documentary, Biography            ",0.01
1168,All Nighter,2017,5.7,37,5376,86,Gavin Wiesen,"
Comedy, Drama            ",0.01
1169,Drone,2017,5.3,49,5374,91,Jason Bourque,"
Thriller            ",0.01
1170,Flower,2017,6.0,45,5324,90,Max Winkler,"
Comedy, Drama            ",0.33
1171,The Star,2017,6.1,42,5257,86,Timothy Reckart,"
Animation, Adventure, Comedy            ",40.85
1172,My Little Pony: The Movie,2017,6.1,39,5225,99,Jayson Thiessen,"
Animation, Adventure, Comedy            ",21.89
1173,The Incredible Jessica James,2017,6.5,72,5205,85,Jim Strouse,"
Comedy            ",0.01
1174,The Sense of an Ending,2017,6.3,61,5097,108,Ritesh Batra,"
Drama, Mystery            ",1.24
1175,Foxtrot,2017,7.4,88,5093,113,Samuel Maoz,"
Drama            ",0.62
1176,6 Below: Miracle on the Mountain,2017,5.7,40,5075,98,Scott Waugh,"
Adventure, Biography, Drama            ",0.01
1177,Just Getting Started,2017,4.4,21,4997,91,Ron Shelton,"
Action, Comedy            ",6.07
1178,Madame,2017,6.1,45,4947,91,Amanda Sthers,"
Comedy, Drama, Romance            ",0.01
1179,The Nut Job 2: Nutty by Nature,2017,5.4,36,4947,91,Cal Brunker,"
Animation, Adventure, Comedy            ",28.37
1180,Estiu 1993,2017,7.2,81,4853,97,Carla Simón,"
Drama, Family            ",0.18
1181,Phoenix Forgotten,2017,5.2,33,4832,87,Justin Barber,"
Horror, Mystery, Sci-Fi            ",3.6
1182,The Clapper,2017,5.1,21,4820,89,Dito Montiel,"
Comedy            ",0.01
1183,Walking Out,2017,5.8,79,4785,95,"
Alex Smith, 
Andrew J. Smith","
Adventure, Drama, Mystery            ",0.1
1184,Marjorie Prime,2017,6.3,82,4769,99,Michael Almereyda,"
Drama, Mystery, Romance            ",0.18
1185,Anna and the Apocalypse,2017,6.0,63,4698,93,John McPhail,"
Comedy, Fantasy, Horror            ",0.55
1186,Gunhamdo,2017,7.1,60,4635,132,Seung-wan Ryoo,"
Action, Drama, History            ",0.01
1187,Band Aid,2017,6.6,67,4627,91,Zoe Lister-Jones,"
Comedy, Drama, Music            ",0.24
1188,Same Kind of Different as Me,2017,6.5,47,4579,119,Michael Carney,"
Biography, Drama            ",6.42
1189,Un beau soleil intérieur,2017,6.0,79,4545,94,Claire Denis,"
Comedy, Drama, Romance            ",0.87
1190,Tom of Finland,2017,6.8,56,4517,117,Dome Karukoski,"
Biography, Drama            ",0.38
1191,Le jeune Karl Marx,2017,6.6,62,4492,118,Raoul Peck,"
Biography, Drama, History            ",0.13
1192,Dave Made a Maze,2017,6.2,60,4380,80,Bill Watterson,"
Adventure, Comedy, Fantasy            ",0.03
1193,Finding Your Feet,2017,6.7,53,4215,111,Richard Loncraine,"
Comedy, Drama, Music            ",1.42
1194,Casting JonBenet,2017,6.1,74,4153,80,Kitty Green,"
Documentary            ",0.01
1195,Zama,2017,6.8,89,4140,115,Lucrecia Martel,"
Drama            ",0.2
1196,The Trip to Spain,2017,6.6,66,4086,108,Michael Winterbottom,"
Comedy, Drama            ",1.16
1197,Sandome no satsujin,2017,6.7,68,4081,124,Hirokazu Koreeda,"
Crime, Drama, Mystery            ",0.09
1198,Woman Walks Ahead,2017,6.6,51,4061,101,Susanna White,"
Biography, Drama, History            ",0.06
1199,Final Portrait,2017,6.2,70,4043,90,Stanley Tucci,"
Biography, Comedy, Drama            ",0.46
1200,The Ballad of Lefty Brown,2017,6.2,64,4032,111,Jared Moshe,"
Action, Drama, Western            ",0.01
1201,Fun Mom Dinner,2017,5.2,46,4008,81,Alethea Jones,"
Comedy            ",0.01
1202,D'après une histoire vraie,2017,5.7,43,3957,100,Roman Polanski,"
Drama, Mystery, Thriller            ",0.01
1203,Stratton,2017,4.8,26,3862,94,Simon West,"
Action, Thriller            ",0.01
1204,Shock and Awe,2017,6.0,47,3836,90,Rob Reiner,"
Biography, Drama, History            ",0.08
1205,Pilgrimage,2017,5.8,60,3771,96,Brendan Muldowney,"
Adventure, Drama, Mystery            ",0.01
1206,Whitney: Can I Be Me,2017,6.7,64,3717,105,"
Nick Broomfield, 
Rudi Dolezal","
Documentary, Music            ",0.01
1207,Gemini,2017,5.4,71,3668,93,Aaron Katz,"
Crime, Drama, Mystery            ",0.2
1208,Bodied,2017,7.2,75,3652,120,Joseph Kahn,"
Comedy, Drama, Music            ",0.11
1209,Le Redoutable,2017,6.6,55,3650,107,Michel Hazanavicius,"
Biography, Comedy, Drama            ",0.08
1210,The Most Hated Woman in America,2017,6.1,41,3622,91,Tommy O'Haver,"
Biography, Drama, History            ",0.01
1211,Landline,2017,6.4,66,3615,97,Gillian Robespierre,"
Comedy, Drama            ",0.94
1212,Un sac de billes,2017,7.3,55,3579,110,Christian Duguay,"
Drama            ",0.41
1213,Arsenal,2017,4.0,25,3574,97,Steven C. Miller,"
Action, Crime, Thriller            ",0.01
1214,Ghost House,2017,4.7,33,3563,89,Rich Ragsdale,"
Horror, Thriller            ",0.01
1215,This Is Your Death,2017,5.6,35,3527,104,Giancarlo Esposito,"
Drama, Game-Show, Thriller            ",0.01
1216,Todos queremos a alguien,2017,6.5,74,3526,102,Catalina Aguilar Mastretta,"
Comedy, Romance            ",1.91
1217,Voyeur,2017,6.2,59,3515,95,"
Myles Kane, 
Josh Koury","
Documentary            ",0.01
1218,One of Us,2017,7.1,79,3508,95,"
Heidi Ewing, 
Rachel Grady","
Documentary            ",0.01
1219,Downrange,2017,5.4,42,3500,90,Ryûhei Kitamura,"
Action, Horror, Thriller            ",0.01
1220,Temple,2017,3.6,23,3493,78,Michael Barrett,"
Adventure, Drama, Horror            ",0.01
1221,Tyler Perry's Boo 2! A Madea Halloween,2017,3.8,17,3483,101,Tyler Perry,"
Comedy, Drama, Horror            ",47.32
1222,68 Kill,2017,6.0,56,3479,93,Trent Haaga,"
Comedy, Crime, Romance            ",0.01
1223,Jackals,2017,5.3,33,3398,85,Kevin Greutert,"
Horror, Thriller            ",0.01
1224,Dear Dictator,2017,5.0,44,3391,90,"
Lisa Addario, 
Joe Syracuse","
Comedy            ",0.01
1225,Hampstead,2017,5.9,53,3328,102,Joel Hopkins,"
Comedy, Drama, Romance            ",0.14
1226,El autor,2017,6.5,58,3302,112,Manuel Martín Cuenca,"
Comedy, Drama            ",0.01
1227,Ali's Wedding,2017,6.9,64,3302,110,Jeffrey Walker,"
Comedy, Drama, Romance            ",0.01
1228,Chasing Coral,2017,8.1,86,3249,93,Jeff Orlowski,"
Documentary            ",0.01
1229,"I Love You, Daddy",2017,6.3,56,3244,123,Louis C.K.,"
Comedy, Drama            ",0.01
1230,Hva vil folk si,2017,7.4,69,3222,106,Iram Haq,"
Drama            ",0.04
1231,Take Me,2017,6.1,56,3222,83,Pat Healy,"
Comedy, Crime            ",0.01
1232,Ce qui nous lie,2017,6.9,58,3213,113,Cédric Klapisch,"
Comedy, Drama            ",0.26
1233,Le Fidèle,2017,6.4,50,3191,130,Michaël R. Roskam,"
Crime, Drama, Romance            ",0.05
1234,Permission,2017,5.3,62,3179,96,Brian Crano,"
Comedy, Drama, Romance            ",0.01
1235,The Cakemaker,2017,7.2,74,3179,113,Ofir Raul Graizer,"
Drama            ",0.88
1236,Jane,2017,7.8,87,3175,90,Brett Morgen,"
Documentary, Biography            ",1.72
1237,Pokot,2017,6.3,61,3175,128,"
Agnieszka Holland, 
Kasia Adamik","
Crime, Drama, Mystery            ",0.01
1238,Nobody Speak: Trials of the Free Press,2017,6.5,68,3141,95,Brian Knappenberger,"
Documentary            ",0.01
1239,Bitter Harvest,2017,6.1,34,3141,103,George Mendeluk,"
Drama, Romance, War            ",0.56
1240,The Outcasts,2017,5.5,47,3139,95,Peter Hutchings,"
Comedy            ",0.01
1241,Novitiate,2017,6.6,73,3112,123,Maggie Betts,"
Drama            ",0.58
1242,Devil's Gate,2017,5.1,37,3070,94,Clay Staub,"
Horror, Sci-Fi, Thriller            ",0.01
1243,Blind,2017,5.8,36,3045,98,Michael Mailer,"
Drama, Romance            ",0.01
1244,The Hippopotamus,2017,6.4,46,3004,89,John Jencks,"
Comedy            ",0.01
1245,City of Ghosts,2017,7.4,86,2986,92,Matthew Heineman,"
Documentary, War            ",0.13
1246,The Bachelors,2017,6.8,54,2950,99,Kurt Voelker,"
Comedy, Drama            ",0.01
1247,Bad Match,2017,5.5,56,2931,90,David Chirchirillo,"
Thriller            ",0.01
1248,Strong Island,2017,6.4,86,2928,107,Yance Ford,"
Documentary            ",0.01
1249,The Farthest,2017,8.1,87,2927,121,Emer Reynolds,"
Documentary, History            ",0.01
1250,Still/Born,2017,5.4,63,2878,87,Brandon Christensen,"
Horror, Thriller            ",0.01
1251,The Lovers,2017,6.1,76,2835,97,Azazel Jacobs,"
Comedy, Drama, Romance            ",2.19
1252,Journeyman,2017,7.1,72,2826,92,Paddy Considine,"
Drama, Sport            ",0.01
1253,Dog Years,2017,6.9,46,2765,94,Adam Rifkin,"
Drama            ",0.01
1254,Western,2017,7.0,81,2719,121,Valeska Grisebach,"
Drama            ",0.04
1255,Euphoria,2017,5.8,32,2673,104,Lisa Langseth,"
Adventure, Drama, Mystery            ",0.01
1256,9/11,2017,4.1,20,2663,90,Martin Guigui,"
Drama            ",0.01
1257,Mountain,2017,7.2,82,2662,74,Jennifer Peedom,"
Documentary            ",0.24
1258,November,2017,7.2,79,2632,115,Rainer Sarnet,"
Drama, Fantasy, Horror            ",0.02
1259,Undir trénu,2017,6.9,75,2626,89,Hafsteinn Gunnar Sigurðsson,"
Comedy, Drama, Mystery            ",0.07
1260,LA 92,2017,8.2,66,2588,114,"
Daniel Lindsay, 
T.J. Martin","
Documentary, History            ",0.01
1261,The Yellow Birds,2017,5.7,56,2586,94,Alexandre Moors,"
Drama, War            ",0.01
1262,Avengers: Infinity War,2018,8.5,68,694750,149,"
Anthony Russo, 
Joe Russo","
Action, Adventure, Sci-Fi            ",678.82
1263,Black Panther,2018,7.3,88,532002,134,Ryan Coogler,"
Action, Adventure, Sci-Fi            ",700.06
1264,Deadpool 2,2018,7.7,66,406484,119,David Leitch,"
Action, Adventure, Comedy            ",324.59
1265,Bohemian Rhapsody,2018,8.0,49,368111,134,Bryan Singer,"
Biography, Drama, Music            ",216.43
1266,A Quiet Place,2018,7.6,82,315816,90,John Krasinski,"
Drama, Horror, Sci-Fi            ",188.02
1267,Ready Player One,2018,7.5,64,310905,140,Steven Spielberg,"
Action, Adventure, Sci-Fi            ",137.69
1268,Venom,2018,6.7,35,295004,112,Ruben Fleischer,"
Action, Sci-Fi, Thriller            ",213.52
1269,Aquaman,2018,7.1,55,282041,143,James Wan,"
Action, Adventure, Fantasy            ",335.06
1270,A Star Is Born,2018,7.7,88,266615,136,Bradley Cooper,"
Drama, Music, Romance            ",215.29
1271,Ant-Man and the Wasp,2018,7.1,70,255191,118,Peyton Reed,"
Action, Adventure, Comedy            ",216.65
1272,Spider-Man: Into the Spider-Verse,2018,8.5,87,242991,117,"
Bob Persichetti, 
Peter Ramsey, 
Rodney Rothman","
Animation, Action, Adventure            ",190.24
1273,Mission: Impossible - Fallout,2018,7.8,86,242072,147,Christopher McQuarrie,"
Action, Adventure, Thriller            ",220.16
1274,Annihilation,2018,6.9,79,234911,115,Alex Garland,"
Adventure, Drama, Horror            ",32.73
1275,Solo: A Star Wars Story,2018,7.0,62,232753,135,Ron Howard,"
Action, Adventure, Fantasy            ",213.77
1276,Bird Box,2018,6.6,51,228368,124,Susanne Bier,"
Drama, Horror, Sci-Fi            ",0.01
1277,Green Book,2018,8.2,69,228363,130,Peter Farrelly,"
Biography, Comedy, Drama            ",85.08
1278,Jurassic World: Fallen Kingdom,2018,6.2,51,225758,128,J.A. Bayona,"
Action, Adventure, Sci-Fi            ",417.72
1279,Incredibles 2,2018,7.7,80,211571,118,Brad Bird,"
Animation, Action, Adventure            ",608.58
1280,Fantastic Beasts: The Crimes of Grindelwald,2018,6.6,52,172774,134,David Yates,"
Adventure, Family, Fantasy            ",159.56
1281,Game Night,2018,6.9,66,168159,100,"
John Francis Daley, 
Jonathan Goldstein","
Action, Comedy, Crime            ",69.0
1282,Tomb Raider,2018,6.3,48,167099,119,Roar Uthaug,"
Action, Adventure, Fantasy            ",57.42
1283,Hereditary,2018,7.3,87,164384,127,Ari Aster,"
Drama, Horror, Mystery            ",44.07
1284,BlacKkKlansman,2018,7.5,83,158493,135,Spike Lee,"
Biography, Crime, Drama            ",48.69
1285,Ocean's Eight,2018,6.2,61,150024,110,Gary Ross,"
Action, Comedy, Crime            ",139.38
1286,Red Sparrow,2018,6.6,53,140406,140,Francis Lawrence,"
Action, Drama, Thriller            ",46.87
1287,First Man,2018,7.3,84,129637,141,Damien Chazelle,"
Biography, Drama, History            ",44.94
1288,The Favourite,2018,7.6,90,124814,119,Yorgos Lanthimos,"
Biography, Drama, History            ",34.24
1289,The Meg,2018,5.7,46,121193,113,Jon Turteltaub,"
Action, Horror, Sci-Fi            ",143.01
1290,Rampage,2018,6.1,45,119736,107,Brad Peyton,"
Action, Adventure, Sci-Fi            ",99.35
1291,Isle of Dogs,2018,7.9,82,112190,101,Wes Anderson,"
Animation, Adventure, Comedy            ",32.02
1292,Upgrade,2018,7.5,67,111240,100,Leigh Whannell,"
Action, Sci-Fi, Thriller            ",11.87
1293,Roma,2018,7.8,96,110976,135,Alfonso Cuarón,"
Drama            ",0.01
1294,Searching,2018,7.7,71,105462,102,Aneesh Chaganty,"
Drama, Mystery, Thriller            ",26.02
1295,Crazy Rich Asians,2018,7.0,74,104445,120,Jon M. Chu,"
Comedy, Drama, Romance            ",174.53
1296,The Equalizer 2,2018,6.7,50,103241,121,Antoine Fuqua,"
Action, Crime, Thriller            ",102.08
1297,Bumblebee,2018,6.8,66,101938,114,Travis Knight,"
Action, Adventure, Sci-Fi            ",127.2
1298,Sicario: Day of the Soldado,2018,7.1,61,99798,122,Stefano Sollima,"
Action, Crime, Drama            ",50.07
1299,The Predator,2018,5.4,48,98803,107,Shane Black,"
Action, Adventure, Sci-Fi            ",51.02
1300,Ralph Breaks the Internet,2018,7.1,71,96805,112,"
Phil Johnston, 
Rich Moore","
Animation, Adventure, Comedy            ",201.09
1301,Bad Times at the El Royale,2018,7.1,60,95994,141,Drew Goddard,"
Crime, Drama, Mystery            ",17.84
1302,The Nun,2018,5.4,46,95921,96,Corin Hardy,"
Horror, Mystery, Thriller            ",117.44
1303,Halloween,2018,6.6,67,93897,106,David Gordon Green,"
Horror, Thriller            ",159.34
1304,Maze Runner: The Death Cure,2018,6.2,50,93772,143,Wes Ball,"
Action, Sci-Fi, Thriller            ",58.03
1305,The Ballad of Buster Scruggs,2018,7.3,79,91782,133,"
Ethan Coen, 
Joel Coen","
Comedy, Drama, Musical            ",0.01
1306,Pacific Rim: Uprising,2018,5.6,44,91669,111,Steven S. DeKnight,"
Action, Adventure, Sci-Fi            ",59.19
1307,A Simple Favor,2018,6.8,67,89980,117,Paul Feig,"
Comedy, Crime, Drama            ",53.54
1308,Tag,2018,6.5,56,89976,100,Jeff Tomsic,"
Comedy            ",54.55
1309,The Commuter,2018,6.3,56,85640,105,Jaume Collet-Serra,"
Action, Mystery, Thriller            ",36.34
